order_id,product_id,product_name,category,price,quantity,order_date,customer_id,customer_location,total_sales,year,week,day_of_week,month
59,106,Smartphone,Appliances,531.1,3,2023-12-15 11:48:00,1655,Sheffield,1593.3000000000002,2023,50,Friday,2023-12
60,108,Smartphone,Electronics,107.57,3,2023-01-09 03:43:00,1007,Oxford,322.71,2023,2,Monday,2023-01
61,105,Printer,Appliances,391.06,7,2023-10-20 13:31:00,1501,London,2737.42,2023,42,Friday,2023-10
62,103,Smartphone,Accessories,568.84,1,2023-02-28 00:44:00,1882,Liverpool,568.84,2023,9,Tuesday,2023-02
63,105,Printer,Accessories,1224.47,7,2023-03-20 20:16:00,1826,London,8571.29,2023,12,Monday,2023-03
64,101,Tablet,Appliances,1674.63,4,2023-03-15 19:30:00,1517,London,6698.52,2023,11,Wednesday,2023-03
65,105,Laptop,Electronics,1104.95,5,2023-05-20 13:24:00,1084,Leicester,5524.75,2023,20,Saturday,2023-05
66,101,Headphones,Accessories,288.26,6,2023-05-21 04:32:00,1347,Nottingham,1729.56,2023,20,Sunday,2023-05
67,109,Keyboard,Appliances,63.91,7,2023-03-29 22:37:00,1302,Sheffield,447.37,2023,13,Wednesday,2023-03
68,103,Camera,Accessories,1533.4,4,2023-12-04 14:50:00,1703,Manchester,6133.6,2023,49,Monday,2023-12
69,102,Monitor,Electronics,720.58,2,2023-11-13 13:02:00,1165,London,1441.16,2023,46,Monday,2023-11
70,103,Keyboard,Electronics,1555.37,1,2023-02-19 09:10:00,1796,Leeds,1555.37,2023,7,Sunday,2023-02
71,103,Printer,Appliances,961.3,5,2023-01-05 08:49:00,1182,Bristol,4806.5,2023,1,Thursday,2023-01
72,103,Laptop,Appliances,1356.55,4,2023-05-01 03:52:00,1092,Manchester,5426.2,2023,18,Monday,2023-05
73,106,Tablet,Accessories,1178.37,3,2023-01-26 23:08:00,1512,Liverpool,3535.1099999999997,2023,4,Thursday,2023-01
74,101,Printer,Accessories,904.96,7,2023-02-06 10:25:00,1248,Leicester,6334.72,2023,6,Monday,2023-02
75,104,Keyboard,Electronics,1383.42,4,2023-03-08 15:37:00,1866,Leeds,5533.68,2023,10,Wednesday,2023-03
76,107,Headphones,Accessories,428.88,2,2023-04-08 13:49:00,1364,Oxford,857.76,2023,14,Saturday,2023-04
77,102,Smartphone,Appliances,90.34,6,2023-11-09 05:14:00,1882,Leicester,542.04,2023,45,Thursday,2023-11
78,109,Keyboard,Appliances,1433.04,5,2023-01-02 05:42:00,1085,Oxford,7165.2,2023,1,Monday,2023-01
79,109,Mouse,Appliances,1051.15,4,2023-11-21 19:30:00,1227,Bristol,4204.6,2023,47,Tuesday,2023-11
80,103,Printer,Electronics,1210.96,1,2023-02-26 22:24:00,1517,Leeds,1210.96,2023,8,Sunday,2023-02
81,106,Camera,Accessories,1308.11,2,2023-03-23 08:21:00,1842,Nottingham,2616.22,2023,12,Thursday,2023-03
82,108,Tablet,Appliances,1720.22,6,2023-10-18 19:14:00,1005,Manchester,10321.32,2023,42,Wednesday,2023-10
83,109,Mouse,Appliances,1208.91,8,2023-07-01 12:29:00,1714,Nottingham,9671.28,2023,26,Saturday,2023-07
84,106,Monitor,Appliances,996.34,4,2023-04-07 00:21:00,1723,London,3985.36,2023,14,Friday,2023-04
85,104,Laptop,Electronics,1482.18,6,2023-01-02 19:57:00,1901,Manchester,8893.08,2023,1,Monday,2023-01
86,102,Headphones,Accessories,923.92,6,2023-10-08 10:01:00,1595,London,5543.5199999999995,2023,40,Sunday,2023-10
87,101,Tablet,Accessories,280.21,4,2023-10-26 17:54:00,1955,Manchester,1120.84,2023,43,Thursday,2023-10
88,102,Laptop,Appliances,272.25,2,2023-11-19 17:28:00,1512,Nottingham,544.5,2023,46,Sunday,2023-11
89,103,Tablet,Electronics,1383.29,6,2023-02-11 04:36:00,1004,Birmingham,8299.74,2023,6,Saturday,2023-02
90,109,Mouse,Appliances,1340.17,5,2023-04-14 07:36:00,1615,Birmingham,6700.85,2023,15,Friday,2023-04
91,102,Tablet,Appliances,1260.72,8,2023-11-02 04:54:00,1038,Birmingham,10085.76,2023,44,Thursday,2023-11
92,108,Monitor,Appliances,859.81,1,2023-08-29 06:26:00,1622,London,859.81,2023,35,Tuesday,2023-08
93,107,Keyboard,Accessories,1118.65,4,2023-01-23 19:54:00,1195,Bristol,4474.6,2023,4,Monday,2023-01
94,106,Smartphone,Electronics,1432.98,5,2023-05-02 23:44:00,1158,Leeds,7164.9,2023,18,Tuesday,2023-05
95,104,Mouse,Appliances,934.48,11,2023-03-30 01:48:00,1094,Birmingham,10279.28,2023,13,Thursday,2023-03
96,105,Monitor,Appliances,1399.97,5,2023-09-27 03:38:00,1253,Oxford,6999.85,2023,39,Wednesday,2023-09
97,108,Mouse,Electronics,679.16,1,2023-04-04 05:15:00,1992,Nottingham,679.16,2023,14,Tuesday,2023-04
98,104,Tablet,Electronics,1822.29,3,2023-05-28 16:31:00,1839,Oxford,5466.87,2023,21,Sunday,2023-05
99,106,Camera,Electronics,1527.64,3,2023-05-05 12:35:00,1000,Bristol,4582.92,2023,18,Friday,2023-05
100,109,Tablet,Electronics,1056.86,4,2023-08-18 22:28:00,1201,Leeds,4227.44,2023,33,Friday,2023-08
101,102,Camera,Accessories,1596.21,4,2023-11-21 14:45:00,1474,Manchester,6384.84,2023,47,Tuesday,2023-11
102,103,Smartphone,Electronics,1854.55,3,2023-05-21 11:39:00,1966,Leeds,5563.65,2023,20,Sunday,2023-05
103,105,Keyboard,Appliances,884.71,7,2023-04-13 19:13:00,1848,Leeds,6192.97,2023,15,Thursday,2023-04
104,108,Keyboard,Appliances,934.12,1,2023-04-19 19:49:00,1768,Sheffield,934.12,2023,16,Wednesday,2023-04
105,108,Laptop,Accessories,890.97,4,2023-05-02 00:12:00,1768,Birmingham,3563.88,2023,18,Tuesday,2023-05
106,101,Mouse,Accessories,919.75,1,2023-09-23 17:15:00,1677,Birmingham,919.75,2023,38,Saturday,2023-09
107,101,Camera,Appliances,316.96,2,2023-05-09 01:15:00,1475,Manchester,633.92,2023,19,Tuesday,2023-05
108,103,Headphones,Appliances,1720.67,3,2023-05-25 16:06:00,1442,Nottingham,5162.01,2023,21,Thursday,2023-05
109,102,Laptop,Accessories,232.92,6,2023-11-25 12:07:00,1287,Nottingham,1397.52,2023,47,Saturday,2023-11
110,105,Smartphone,Electronics,1692.4,2,2023-08-09 13:55:00,1909,Sheffield,3384.8,2023,32,Wednesday,2023-08
111,101,Tablet,Appliances,1707.34,1,2023-10-07 14:41:00,1745,Manchester,1707.34,2023,40,Saturday,2023-10
112,105,Tablet,Accessories,704.44,8,2023-09-21 06:27:00,1255,Leicester,5635.52,2023,38,Thursday,2023-09
113,101,Mouse,Appliances,865.37,6,2023-06-01 08:15:00,1208,Leicester,5192.22,2023,22,Thursday,2023-06
114,109,Smartphone,Accessories,1107.02,4,2023-08-13 17:58:00,1234,Leeds,4428.08,2023,32,Sunday,2023-08
115,102,Tablet,Accessories,293.2,7,2023-08-10 12:37:00,1355,Leicester,2052.4,2023,32,Thursday,2023-08
116,106,Camera,Electronics,565.68,7,2023-06-09 04:24:00,1873,Bristol,3959.7599999999998,2023,23,Friday,2023-06
117,109,Tablet,Appliances,302.68,5,2023-05-05 01:00:00,1905,London,1513.4,2023,18,Friday,2023-05
118,102,Smartphone,Appliances,839.24,6,2023-12-22 01:45:00,1704,Birmingham,5035.4400000000005,2023,51,Friday,2023-12
119,107,Headphones,Appliances,204.26,6,2023-10-18 18:18:00,1309,Manchester,1225.56,2023,42,Wednesday,2023-10
120,101,Monitor,Appliances,841.94,4,2023-12-02 15:35:00,1147,Birmingham,3367.76,2023,48,Saturday,2023-12
121,109,Mouse,Electronics,1144.5,10,2023-02-16 08:17:00,1072,Leicester,11445.0,2023,7,Thursday,2023-02
122,108,Printer,Appliances,709.81,4,2023-10-01 14:36:00,1802,Birmingham,2839.24,2023,39,Sunday,2023-10
123,101,Keyboard,Accessories,165.32,4,2023-06-21 02:50:00,1568,Sheffield,661.28,2023,25,Wednesday,2023-06
124,108,Tablet,Electronics,1008.69,3,2023-10-01 19:14:00,1726,Liverpool,3026.07,2023,39,Sunday,2023-10
125,109,Camera,Electronics,1439.27,4,2023-02-24 06:54:00,1918,Oxford,5757.08,2023,8,Friday,2023-02
126,105,Camera,Electronics,1192.09,1,2023-02-01 14:53:00,1882,Nottingham,1192.09,2023,5,Wednesday,2023-02
127,103,Mouse,Appliances,2029.0,7,2023-07-20 06:14:00,1489,Sheffield,14203.0,2023,29,Thursday,2023-07
128,102,Laptop,Electronics,94.17,4,2023-03-27 02:26:00,1170,Nottingham,376.68,2023,13,Monday,2023-03
129,106,Printer,Electronics,884.71,7,2023-08-02 11:31:00,1721,London,6192.97,2023,31,Wednesday,2023-08
130,102,Camera,Appliances,1794.79,5,2023-05-28 14:37:00,1169,Manchester,8973.95,2023,21,Sunday,2023-05
131,101,Tablet,Electronics,64.44,6,2023-10-22 03:25:00,1271,Nottingham,386.64,2023,42,Sunday,2023-10
132,107,Monitor,Electronics,552.27,5,2023-05-07 07:04:00,1576,London,2761.35,2023,18,Sunday,2023-05
133,101,Tablet,Accessories,235.27,2,2023-10-29 18:16:00,1974,Leicester,470.54,2023,43,Sunday,2023-10
134,105,Tablet,Appliances,234.18,2,2023-12-16 01:46:00,1379,Bristol,468.36,2023,50,Saturday,2023-12
135,107,Monitor,Appliances,2040.51,6,2023-05-06 01:12:00,1583,Leeds,12243.06,2023,18,Saturday,2023-05
136,102,Printer,Accessories,1633.66,5,2023-08-16 12:18:00,1936,London,8168.3,2023,33,Wednesday,2023-08
137,101,Printer,Appliances,1977.88,6,2023-02-16 12:22:00,1019,Oxford,11867.28,2023,7,Thursday,2023-02
138,102,Mouse,Accessories,1034.16,7,2023-11-29 04:02:00,1144,Nottingham,7239.120000000001,2023,48,Wednesday,2023-11
139,105,Mouse,Appliances,1790.34,7,2023-01-25 14:21:00,1616,Nottingham,12532.38,2023,4,Wednesday,2023-01
140,103,Printer,Accessories,525.66,6,2023-08-16 19:04:00,1331,Oxford,3153.96,2023,33,Wednesday,2023-08
141,106,Headphones,Appliances,1648.04,3,2023-01-19 05:59:00,1900,Oxford,4944.12,2023,3,Thursday,2023-01
142,105,Keyboard,Accessories,1124.21,5,2023-10-08 10:39:00,1039,Birmingham,5621.05,2023,40,Sunday,2023-10
143,106,Headphones,Appliances,1627.71,6,2023-03-11 16:16:00,1335,Nottingham,9766.26,2023,10,Saturday,2023-03
144,109,Tablet,Accessories,488.34,8,2023-11-28 15:20:00,1355,Bristol,3906.72,2023,48,Tuesday,2023-11
145,105,Camera,Appliances,409.72,4,2023-02-24 20:09:00,1081,Leeds,1638.88,2023,8,Friday,2023-02
146,102,Keyboard,Electronics,1150.01,6,2023-04-25 11:34:00,1016,Nottingham,6900.0599999999995,2023,17,Tuesday,2023-04
147,103,Camera,Accessories,541.57,7,2023-05-21 19:33:00,1232,Manchester,3790.9900000000002,2023,20,Sunday,2023-05
148,106,Monitor,Accessories,706.15,5,2023-04-21 00:52:00,1323,London,3530.75,2023,16,Friday,2023-04
149,102,Mouse,Accessories,1578.81,3,2023-09-20 04:26:00,1703,Leeds,4736.43,2023,38,Wednesday,2023-09
150,107,Keyboard,Accessories,1314.49,4,2023-07-21 08:27:00,1878,Birmingham,5257.96,2023,29,Friday,2023-07
151,107,Monitor,Accessories,494.02,4,2023-05-29 10:30:00,1686,Leeds,1976.08,2023,22,Monday,2023-05
152,108,Tablet,Appliances,1286.09,2,2023-11-01 09:49:00,1975,Liverpool,2572.18,2023,44,Wednesday,2023-11
153,108,Mouse,Appliances,1271.13,6,2023-06-16 00:40:00,1491,Nottingham,7626.780000000001,2023,24,Friday,2023-06
154,105,Headphones,Appliances,325.37,4,2023-10-26 21:00:00,1026,Manchester,1301.48,2023,43,Thursday,2023-10
155,107,Keyboard,Accessories,1546.1,5,2023-08-19 07:04:00,1235,Leeds,7730.5,2023,33,Saturday,2023-08
156,101,Headphones,Electronics,845.89,6,2023-06-27 03:06:00,1273,Manchester,5075.34,2023,26,Tuesday,2023-06
157,106,Printer,Appliances,979.98,7,2023-02-15 03:28:00,1213,Birmingham,6859.860000000001,2023,7,Wednesday,2023-02
158,106,Smartphone,Electronics,221.89,2,2023-09-27 22:00:00,1713,Nottingham,443.78,2023,39,Wednesday,2023-09
159,101,Monitor,Accessories,38.66,3,2023-05-03 18:36:00,1917,Sheffield,115.97999999999999,2023,18,Wednesday,2023-05
160,102,Mouse,Accessories,284.69,5,2023-02-05 19:41:00,1886,London,1423.45,2023,5,Sunday,2023-02
161,109,Mouse,Accessories,1832.52,5,2023-04-20 14:07:00,1859,Leeds,9162.6,2023,16,Thursday,2023-04
162,104,Monitor,Accessories,713.9,6,2023-04-21 00:22:00,1313,Bristol,4283.4,2023,16,Friday,2023-04
163,102,Smartphone,Appliances,928.74,8,2023-09-18 00:26:00,1523,Leicester,7429.92,2023,38,Monday,2023-09
164,104,Headphones,Electronics,1697.1,5,2023-04-16 10:14:00,1630,Liverpool,8485.5,2023,15,Sunday,2023-04
165,108,Printer,Appliances,1324.0,8,2023-04-28 12:04:00,1642,Oxford,10592.0,2023,17,Friday,2023-04
166,107,Keyboard,Accessories,795.59,5,2023-12-09 01:52:00,1724,Oxford,3977.9500000000003,2023,49,Saturday,2023-12
167,108,Mouse,Electronics,1479.45,2,2023-10-28 22:59:00,1946,Leicester,2958.9,2023,43,Saturday,2023-10
168,104,Mouse,Appliances,908.47,2,2023-10-16 20:31:00,1417,Leeds,1816.94,2023,42,Monday,2023-10
169,102,Headphones,Electronics,835.93,6,2023-06-23 17:54:00,1910,London,5015.58,2023,25,Friday,2023-06
170,107,Mouse,Appliances,286.56,5,2023-10-17 17:35:00,1292,Liverpool,1432.8,2023,42,Tuesday,2023-10
171,109,Monitor,Accessories,155.9,4,2023-07-26 21:10:00,1742,Bristol,623.6,2023,30,Wednesday,2023-07
172,102,Laptop,Electronics,1286.57,3,2023-12-25 22:03:00,1260,London,3859.71,2023,52,Monday,2023-12
173,106,Printer,Electronics,1494.21,4,2023-02-01 13:38:00,1132,Leeds,5976.84,2023,5,Wednesday,2023-02
174,106,Monitor,Electronics,1237.12,5,2023-09-16 03:20:00,1106,Liverpool,6185.599999999999,2023,37,Saturday,2023-09
175,106,Monitor,Accessories,728.76,6,2023-08-26 20:55:00,1333,Manchester,4372.5599999999995,2023,34,Saturday,2023-08
176,101,Camera,Appliances,256.4,6,2023-04-21 13:32:00,1197,Liverpool,1538.3999999999999,2023,16,Friday,2023-04
177,102,Headphones,Appliances,1834.71,3,2023-06-23 01:40:00,1810,Manchester,5504.13,2023,25,Friday,2023-06
178,108,Mouse,Appliances,691.01,5,2023-04-13 05:10:00,1427,Bristol,3455.05,2023,15,Thursday,2023-04
179,108,Mouse,Electronics,282.57,7,2023-10-04 16:06:00,1128,Sheffield,1977.99,2023,40,Wednesday,2023-10
180,107,Camera,Accessories,1344.15,2,2023-02-04 01:20:00,1426,Oxford,2688.3,2023,5,Saturday,2023-02
181,108,Printer,Accessories,53.28,5,2023-12-06 09:31:00,1963,London,266.4,2023,49,Wednesday,2023-12
182,105,Printer,Accessories,1262.52,5,2023-07-16 02:12:00,1957,Manchester,6312.6,2023,28,Sunday,2023-07
183,109,Monitor,Accessories,1908.53,4,2023-12-30 13:48:00,1380,Bristol,7634.12,2023,52,Saturday,2023-12
184,102,Printer,Appliances,678.71,5,2023-01-26 17:21:00,1850,London,3393.55,2023,4,Thursday,2023-01
185,109,Keyboard,Electronics,259.16,2,2023-05-26 11:46:00,1735,London,518.32,2023,21,Friday,2023-05
186,102,Printer,Appliances,856.27,1,2023-11-12 09:29:00,1084,Oxford,856.27,2023,45,Sunday,2023-11
187,107,Smartphone,Accessories,1970.03,1,2023-08-22 18:34:00,1497,Liverpool,1970.03,2023,34,Tuesday,2023-08
188,105,Printer,Appliances,387.57,5,2023-02-11 14:22:00,1050,Leeds,1937.85,2023,6,Saturday,2023-02
189,103,Headphones,Accessories,1842.43,4,2023-05-22 19:42:00,1419,Manchester,7369.72,2023,21,Monday,2023-05
190,107,Camera,Electronics,850.51,3,2023-06-29 05:28:00,1158,Sheffield,2551.5299999999997,2023,26,Thursday,2023-06
191,101,Headphones,Electronics,622.39,3,2023-08-12 15:33:00,1361,Sheffield,1867.17,2023,32,Saturday,2023-08
192,109,Printer,Appliances,1285.16,4,2023-04-09 01:47:00,1009,Nottingham,5140.64,2023,14,Sunday,2023-04
193,105,Monitor,Accessories,862.18,4,2023-06-12 00:41:00,1663,Birmingham,3448.72,2023,24,Monday,2023-06
194,103,Monitor,Accessories,1734.56,6,2023-08-17 03:45:00,1992,Sheffield,10407.36,2023,33,Thursday,2023-08
195,106,Tablet,Appliances,1142.26,6,2023-02-04 14:24:00,1418,Sheffield,6853.5599999999995,2023,5,Saturday,2023-02
196,109,Printer,Accessories,1072.91,5,2023-04-21 10:05:00,1319,Birmingham,5364.55,2023,16,Friday,2023-04
197,107,Headphones,Accessories,1223.29,1,2023-06-09 14:24:00,1530,Leeds,1223.29,2023,23,Friday,2023-06
198,104,Headphones,Electronics,1465.59,1,2023-08-09 05:17:00,1352,Leeds,1465.59,2023,32,Wednesday,2023-08
199,101,Mouse,Electronics,392.83,3,2023-09-20 16:19:00,1427,Liverpool,1178.49,2023,38,Wednesday,2023-09
200,103,Smartphone,Accessories,562.04,2,2023-12-14 08:59:00,1129,Sheffield,1124.08,2023,50,Thursday,2023-12
201,108,Smartphone,Accessories,758.84,4,2023-08-08 14:27:00,1547,Liverpool,3035.36,2023,32,Tuesday,2023-08
202,107,Printer,Appliances,374.07,5,2023-01-19 06:32:00,1911,London,1870.35,2023,3,Thursday,2023-01
203,108,Smartphone,Electronics,645.32,1,2023-05-11 08:34:00,1979,Nottingham,645.32,2023,19,Thursday,2023-05
204,106,Mouse,Appliances,1502.3,4,2023-06-01 05:09:00,1799,London,6009.2,2023,22,Thursday,2023-06
205,102,Printer,Electronics,1225.64,4,2023-12-30 16:28:00,1769,Leicester,4902.56,2023,52,Saturday,2023-12
206,107,Monitor,Accessories,1094.81,4,2023-01-27 22:27:00,1310,Bristol,4379.24,2023,4,Friday,2023-01
207,108,Smartphone,Appliances,1839.84,5,2023-01-25 12:34:00,1847,Sheffield,9199.199999999999,2023,4,Wednesday,2023-01
208,104,Mouse,Accessories,597.14,4,2023-05-23 03:41:00,1536,Manchester,2388.56,2023,21,Tuesday,2023-05
209,106,Monitor,Appliances,292.62,4,2023-06-04 21:17:00,1482,Leicester,1170.48,2023,22,Sunday,2023-06
210,105,Mouse,Electronics,1681.4,6,2023-06-20 17:27:00,1078,Leeds,10088.400000000001,2023,25,Tuesday,2023-06
211,104,Mouse,Electronics,183.27,5,2023-04-25 20:45:00,1827,Bristol,916.35,2023,17,Tuesday,2023-04
212,107,Laptop,Appliances,19.66,3,2023-02-12 13:05:00,1516,Birmingham,58.980000000000004,2023,6,Sunday,2023-02
213,108,Printer,Appliances,388.21,8,2023-12-04 11:58:00,1082,Leicester,3105.68,2023,49,Monday,2023-12
214,103,Camera,Electronics,290.23,4,2023-06-07 01:49:00,1259,Leeds,1160.92,2023,23,Wednesday,2023-06
215,104,Smartphone,Appliances,2056.05,1,2023-12-15 02:11:00,1689,Liverpool,2056.05,2023,50,Friday,2023-12
216,103,Camera,Appliances,1766.56,6,2023-05-08 01:48:00,1091,Bristol,10599.36,2023,19,Monday,2023-05
217,105,Camera,Accessories,1697.27,3,2023-06-13 03:33:00,1887,Sheffield,5091.8099999999995,2023,24,Tuesday,2023-06
218,102,Tablet,Electronics,1223.53,1,2023-08-12 18:17:00,1337,Liverpool,1223.53,2023,32,Saturday,2023-08
219,105,Monitor,Appliances,1917.63,5,2023-04-05 20:30:00,1628,Oxford,9588.150000000001,2023,14,Wednesday,2023-04
220,102,Headphones,Appliances,281.77,3,2023-07-28 13:51:00,1744,Leeds,845.31,2023,30,Friday,2023-07
221,101,Mouse,Accessories,1703.41,5,2023-05-17 09:53:00,1955,Nottingham,8517.050000000001,2023,20,Wednesday,2023-05
222,106,Headphones,Electronics,946.54,3,2023-12-20 17:59:00,1078,London,2839.62,2023,51,Wednesday,2023-12
223,107,Tablet,Electronics,152.25,5,2023-02-14 21:36:00,1199,Leicester,761.25,2023,7,Tuesday,2023-02
224,105,Headphones,Accessories,1521.31,3,2023-04-14 00:03:00,1926,Leeds,4563.93,2023,15,Friday,2023-04
